1,3,36,200000174,1,3,44,63705,1,3,322,200001004,2,2,66,200001980,2,2,6,200001213,2,2,509,200002107,2,2,44,63705,3,1,36,200000162,3,1,39,200001051,3,1,44,200003487,1005001723025465,2,3143276,18,19,compl,0.900500,6,1383,40740853,0
1,3,36,200000174,1,3,44,63705,1,3,322,200001004,2,2,66,200001980,2,2,6,200001213,2,2,509,200002107,2,2,44,63705,3,1,36,200000162,3,1,39,200001051,3,1,44,200003487,4000686670891,3,3143276,19,20,compl,0.870300,6,5287,14340308,0
1,3,36,200000174,1,3,44,63705,1,3,322,200001004,2,2,66,200001980,2,2,6,200001213,2,2,509,200002107,2,2,44,63705,3,1,36,200000162,3,1,39,200001051,3,1,44,200003487,1005001345451526,3,3143276,14,15,cntyhot,4.899100,6,274,56062671,1
1,3,36,200000174,1,3,44,63705,1,3,322,200001004,2,2,66,200001980,2,2,6,200001213,2,2,509,200002107,2,2,44,63705,3,1,36,200000162,3,1,39,200001051,3,1,44,200003487,1005002848315314,3,3143276,17,17,cntyhot,5.251200,6,657,9777297,0
1,3,36,200000174,1,3,44,63705,1,3,322,200001004,2,2,66,200001980,2,2,6,200001213,2,2,509,200002107,2,2,44,63705,3,1,36,200000162,3,1,39,200001051,3,1,44,200003487,1005001562817491,2,3143276,13,15,RTC2I,0.552500,6,274,13163301,0
1,3,36,200000174,1,3,44,63705,1,3,322,200001004,2,2,66,200001980,2,2,6,200001213,2,2,509,200002107,2,2,44,63705,3,1,36,200000162,3,1,39,200001051,3,1,44,200003487,1005002418921276,1,3143276,15,16,OLC2I,0.875200,6,1037,27809370,0
1,3,36,200000174,1,3,44,63705,1,3,322,200001004,2,2,66,200001980,2,2,6,200001213,2,2,509,200002107,2,2,44,63705,3,1,36,200000162,3,1,39,200001051,3,1,44,200003487,4001092380722,1,3143276,12,14,OLC2I,0.486400,6,259,21890497,0
1,3,36,200000174,1,3,44,63705,1,3,322,200001004,2,2,66,200001980,2,2,6,200001213,2,2,509,200002107,2,2,44,63705,3,1,36,200000162,3,1,39,200001051,3,1,44,200003487,1005001447498883,2,3143276,18,20,OLB2I,0.835300,6,1423,5331132,0
1,3,36,200000174,1,3,44,63705,1,3,322,200001004,2,2,66,200001980,2,2,6,200001213,2,2,509,200002107,2,2,44,63705,3,1,36,200000162,3,1,39,200001051,3,1,44,200003487,10000022400741,2,3143276,15,16,cntyhot,5.463800,6,695,629834,0
1,3,36,200000174,1,3,44,63705,1,3,322,200001004,2,2,66,200001980,2,2,6,200001213,2,2,509,200002107,2,2,44,63705,3,1,36,200000162,3,1,39,200001051,3,1,44,200003487,1005001423263333,1,3143276,16,18,cntyhot,5.676700,6,1775,40740853,0
1,3,200000343,201235504,1,3,200000343,201240202,1,3,200000343,200000344,2,2,200000343,201240202,2,2,200000343,200000344,2,2,39,200001051,2,2,44,200003487,3,1,200000343,201240202,3,1,6,608,3,1,39,200001051,1005001590350372,1,3724338,4,5,OLI2I,0.482394,6,2650,19359836,0
1,3,200000343,201235504,1,3,200000343,201240202,1,3,200000343,200000344,2,2,200000343,201240202,2,2,200000343,200000344,2,2,39,200001051,2,2,44,200003487,3,1,200000343,201240202,3,1,6,608,3,1,39,200001051,4001315044038,2,3724338,12,13,OLC2I,0.543100,6,1539,19359836,0
1,3,200000343,201235504,1,3,200000343,201240202,1,3,200000343,200000344,2,2,200000343,201240202,2,2,200000343,200000344,2,2,39,200001051,2,2,44,200003487,3,1,200000343,201240202,3,1,6,608,3,1,39,200001051,1005001769560754,3,3724338,18,20,compl,0.936700,6,2004,9777297,0
1,3,200000343,201235504,1,3,200000343,201240202,1,3,200000343,200000344,2,2,200000343,201240202,2,2,200000343,200000344,2,2,39,200001051,2,2,44,200003487,3,1,200000343,201240202,3,1,6,608,3,1,39,200001051,1005002384179626,1,3724338,11,13,OLI2I,0.252000,6,3621,1720951,0
1,3,200000343,201235504,1,3,200000343,201240202,1,3,200000343,200000344,2,2,200000343,201240202,2,2,200000343,200000344,2,2,39,200001051,2,2,44,200003487,3,1,200000343,201240202,3,1,6,608,3,1,39,200001051,1005002278750230,2,3724338,17,19,cntyhot,6.016900,6,2474,14340308,0
1,3,200000343,201235504,1,3,200000343,201240202,1,3,200000343,200000344,2,2,200000343,201240202,2,2,200000343,200000344,2,2,39,200001051,2,2,44,200003487,3,1,200000343,201240202,3,1,6,608,3,1,39,200001051,1005002171726075,3,3724338,16,17,compl,0.918400,6,59044,941469,0
